,HT,AT,R,MV_HT,MV_AT,POS_HT,POS_AT
2088,RasenBallsport Leipzig,TSG 1899 Hoffenheim,draw,574.95,228.15,2,12
2089,Borussia Mönchengladbach,Eintracht Frankfurt,home,300.75,269.15,8,4
2090,VfL Wolfsburg,FC Bayern München,away,256.83,858.23,3,1
2091,SC Freiburg,FC Schalke 04,home,139.10,123.05,10,18
2092,1.FC Union Berlin,VfB Stuttgart,home,82.05,189.25,7,9
2093,FC Augsburg,Arminia Bielefeld,draw,93.05,56.73,11,16
2094,Bayer 04 Leverkusen,1.FC Köln,home,373.25,118.20,6,17
2095,Borussia Dortmund,SV Werder Bremen,home,628.40,111.98,5,13
2096,1.FSV Mainz 05,Hertha BSC,draw,163.30,228.88,14,15
2097,1.FC Köln,RasenBallsport Leipzig,home,118.20,574.95,17,2
2098,FC Bayern München,Bayer 04 Leverkusen,home,858.23,373.25,1,6
2099,Eintracht Frankfurt,FC Augsburg,home,269.15,93.05,4,11
2100,Arminia Bielefeld,FC Schalke 04,home,56.73,123.05,16,18
2101,Borussia Dortmund,1.FC Union Berlin,home,628.40,82.05,5,8
2102,TSG 1899 Hoffenheim,Borussia Mönchengladbach,home,228.15,300.75,12,7
2103,SV Werder Bremen,1.FSV Mainz 05,away,111.98,163.30,13,14
2104,VfB Stuttgart,VfL Wolfsburg,away,189.25,256.83,10,3
2105,Hertha BSC,SC Freiburg,home,228.88,139.10,15,9
2106,FC Augsburg,1.FC Köln,away,93.05,118.20,12,17
2107,VfL Wolfsburg,Borussia Dortmund,away,256.83,628.40,3,5
2108,SC Freiburg,TSG 1899 Hoffenheim,draw,139.10,228.15,9,11
2109,1.FC Union Berlin,SV Werder Bremen,home,82.05,111.98,8,15
2110,1.FSV Mainz 05,FC Bayern München,home,163.30,858.23,13,1
2111,Bayer 04 Leverkusen,Eintracht Frankfurt,home,373.25,269.15,6,4
2112,RasenBallsport Leipzig,VfB Stuttgart,home,574.95,189.25,2,10
2113,Borussia Mönchengladbach,Arminia Bielefeld,home,300.75,56.73,7,16
2114,FC Schalke 04,Hertha BSC,away,123.05,228.88,18,14
2115,VfB Stuttgart,FC Augsburg,home,189.25,93.05,10,14
2116,Borussia Dortmund,RasenBallsport Leipzig,home,628.40,574.95,5,2
2117,TSG 1899 Hoffenheim,FC Schalke 04,home,228.15,123.05,11,18
2118,VfL Wolfsburg,1.FC Union Berlin,home,256.83,82.05,3,8
2119,SV Werder Bremen,Bayer 04 Leverkusen,draw,111.98,373.25,15,6
2120,FC Bayern München,Borussia Mönchengladbach,home,858.23,300.75,1,7
2121,1.FC Köln,SC Freiburg,away,118.20,139.10,17,9
2122,Eintracht Frankfurt,1.FSV Mainz 05,draw,269.15,163.30,4,12
2123,Hertha BSC,Arminia Bielefeld,draw,228.88,56.73,13,16
2124,Borussia Mönchengladbach,VfB Stuttgart,away,300.75,189.25,7,10
2125,Bayer 04 Leverkusen,1.FC Union Berlin,draw,373.25,82.05,6,8
2126,SC Freiburg,FC Bayern München,draw,139.10,858.23,9,1
2127,Hertha BSC,1.FC Köln,draw,228.88,118.20,13,17
2128,FC Schalke 04,Eintracht Frankfurt,home,123.05,269.15,18,5
2129,FC Augsburg,SV Werder Bremen,home,93.05,111.98,14,15
2130,Arminia Bielefeld,TSG 1899 Hoffenheim,draw,56.73,228.15,16,11
2131,1.FSV Mainz 05,Borussia Dortmund,away,163.30,628.40,12,4
2132,RasenBallsport Leipzig,VfL Wolfsburg,draw,574.95,256.83,2,3
2133,FC Bayern München,FC Augsburg,home,858.23,93.05,1,12
2134,Borussia Dortmund,Bayer 04 Leverkusen,home,628.40,373.25,3,6
2135,TSG 1899 Hoffenheim,Hertha BSC,home,228.15,228.88,11,14
2136,VfL Wolfsburg,1.FSV Mainz 05,away,256.83,163.30,4,13
2137,Eintracht Frankfurt,SC Freiburg,home,269.15,139.10,5,10
2138,1.FC Union Berlin,RasenBallsport Leipzig,home,82.05,574.95,7,2
2139,1.FC Köln,FC Schalke 04,home,118.20,123.05,17,18
2140,SV Werder Bremen,Borussia Mönchengladbach,away,111.98,300.75,16,8
2141,VfB Stuttgart,Arminia Bielefeld,away,189.25,56.73,9,15
2142,Borussia Mönchengladbach,FC Bayern München,draw,236.80,790.33,9,9
2143,VfL Wolfsburg,VfL Bochum,home,269.30,52.25,9,9
2144,1.FC Union Berlin,Bayer 04 Leverkusen,draw,115.90,455.05,9,9
2145,VfB Stuttgart,SpVgg Greuther Fürth,home,174.23,36.95,9,9
2146,FC Augsburg,TSG 1899 Hoffenheim,away,95.30,211.43,9,9
2147,Arminia Bielefeld,SC Freiburg,draw,65.85,176.35,9,9
2148,Borussia Dortmund,Eintracht Frankfurt,home,558.98,228.75,9,9
2149,1.FSV Mainz 05,RasenBallsport Leipzig,home,131.03,498.95,9,9
2150,1.FC Köln,Hertha BSC,home,99.28,155.78,9,9
2151,RasenBallsport Leipzig,VfB Stuttgart,home,498.95,174.23,14,1
2152,Eintracht Frankfurt,FC Augsburg,draw,228.75,95.30,16,18
2153,SC Freiburg,Borussia Dortmund,home,176.35,558.98,11,3
2154,Hertha BSC,VfL Wolfsburg,away,155.78,269.30,15,6
2155,VfL Bochum,1.FSV Mainz 05,home,52.25,131.03,13,5
2156,SpVgg Greuther Fürth,Arminia Bielefeld,draw,36.95,65.85,17,12
2157,Bayer 04 Leverkusen,Borussia Mönchengladbach,home,455.05,236.80,7,9
2158,TSG 1899 Hoffenheim,1.FC Union Berlin,draw,211.43,115.90,2,10
2159,FC Bayern München,1.FC Köln,home,790.33,99.28,8,4
2160,Borussia Dortmund,TSG 1899 Hoffenheim,home,558.98,211.43,7,2
2161,VfB Stuttgart,SC Freiburg,away,174.23,176.35,10,5
2162,1.FSV Mainz 05,SpVgg Greuther Fürth,home,131.03,36.95,11,15
2163,FC Augsburg,Bayer 04 Leverkusen,away,95.30,455.05,17,3
2164,Arminia Bielefeld,Eintracht Frankfurt,draw,65.85,228.75,13,14
2165,1.FC Köln,VfL Bochum,home,99.28,52.25,8,9
2166,FC Bayern München,Hertha BSC,home,790.33,155.78,4,18
2167,1.FC Union Berlin,Borussia Mönchengladbach,home,115.90,236.80,12,16
2168,VfL Wolfsburg,RasenBallsport Leipzig,home,269.30,498.95,1,6
2169,Bayer 04 Leverkusen,Borussia Dortmund,away,455.05,558.98,2,5
2170,1.FC Union Berlin,FC Augsburg,draw,115.90,95.30,8,17
2171,SC Freiburg,1.FC Köln,draw,176.35,99.28,4,6
2172,TSG 1899 Hoffenheim,1.FSV Mainz 05,away,211.43,131.03,9,7
2173,SpVgg Greuther Fürth,VfL Wolfsburg,away,36.95,269.30,16,1
2174,RasenBallsport Leipzig,FC Bayern München,away,498.95,790.33,10,3
2175,Eintracht Frankfurt,VfB Stuttgart,draw,228.75,174.23,14,13
2176,VfL Bochum,Hertha BSC,away,52.25,155.78,11,18
2177,Borussia Mönchengladbach,Arminia Bielefeld,home,236.80,65.85,15,12
2178,Hertha BSC,SpVgg Greuther Fürth,home,155.78,36.95,16,18
2179,FC Bayern München,VfL Bochum,home,790.33,52.25,2,13
2180,1.FSV Mainz 05,SC Freiburg,draw,131.03,176.35,4,5
2181,FC Augsburg,Borussia Mönchengladbach,home,95.30,236.80,17,11
2182,Arminia Bielefeld,TSG 1899 Hoffenheim,draw,65.85,211.43,14,9
2183,1.FC Köln,RasenBallsport Leipzig,draw,99.28,498.95,7,12
2184,VfB Stuttgart,Bayer 04 Leverkusen,away,174.23,455.05,10,6
2185,Borussia Dortmund,1.FC Union Berlin,home,558.98,115.90,3,8
2186,VfL Wolfsburg,Eintracht Frankfurt,draw,269.30,228.75,1,15
2187,SpVgg Greuther Fürth,FC Bayern München,away,36.95,790.33,18,1
2188,RasenBallsport Leipzig,Hertha BSC,home,498.95,155.78,12,9
2189,Eintracht Frankfurt,1.FC Köln,draw,228.75,99.28,15,7
2190,Bayer 04 Leverkusen,1.FSV Mainz 05,home,455.05,131.03,4,5
2191,1.FC Union Berlin,Arminia Bielefeld,home,115.90,65.85,8,13
2192,TSG 1899 Hoffenheim,VfL Wolfsburg,home,211.43,269.30,10,2
2193,Borussia Mönchengladbach,Borussia Dortmund,home,236.80,558.98,16,3
2194,VfL Bochum,VfB Stuttgart,draw,52.25,174.23,17,14
2195,SC Freiburg,FC Augsburg,home,176.35,95.30,6,11
2196,1.FC Köln,SpVgg Greuther Fürth,home,99.28,36.95,7,18
2197,Borussia Dortmund,FC Augsburg,home,558.98,95.30,4,15
2198,VfL Wolfsburg,Borussia Mönchengladbach,away,269.30,236.80,3,11
2199,VfB Stuttgart,TSG 1899 Hoffenheim,home,174.23,211.43,13,9
2200,Hertha BSC,SC Freiburg,away,155.78,176.35,12,5
2201,RasenBallsport Leipzig,VfL Bochum,home,498.95,52.25,10,17
2202,1.FSV Mainz 05,1.FC Union Berlin,away,131.03,115.90,6,8
2203,FC Bayern München,Eintracht Frankfurt,away,790.33,228.75,1,14
2204,Arminia Bielefeld,Bayer 04 Leverkusen,away,65.85,455.05,16,2
2205,TSG 1899 Hoffenheim,1.FC Köln,home,211.43,99.28,11,6
2206,Borussia Dortmund,1.FSV Mainz 05,home,558.98,131.03,3,9
2207,Eintracht Frankfurt,Hertha BSC,away,228.75,155.78,13,14
2208,1.FC Union Berlin,VfL Wolfsburg,home,115.90,269.30,7,5
2209,SC Freiburg,RasenBallsport Leipzig,draw,176.35,498.95,4,8
2210,SpVgg Greuther Fürth,VfL Bochum,away,36.95,52.25,18,17
2211,Borussia Mönchengladbach,VfB Stuttgart,draw,236.80,174.23,10,12
2212,Bayer 04 Leverkusen,FC Bayern München,away,455.05,790.33,2,1
2213,FC Augsburg,Arminia Bielefeld,draw,95.30,65.85,15,16
2214,1.FSV Mainz 05,FC Augsburg,home,131.03,95.30,11,16
2215,FC Bayern München,TSG 1899 Hoffenheim,home,790.33,211.43,1,9
2216,RasenBallsport Leipzig,SpVgg Greuther Fürth,home,498.95,36.95,8,18
2217,VfL Wolfsburg,SC Freiburg,away,269.30,176.35,6,4
2218,Arminia Bielefeld,Borussia Dortmund,away,65.85,558.98,17,2
2219,Hertha BSC,Borussia Mönchengladbach,home,155.78,236.80,13,10
2220,1.FC Köln,Bayer 04 Leverkusen,draw,99.28,455.05,7,3
2221,VfB Stuttgart,1.FC Union Berlin,draw,174.23,115.90,12,5
2222,VfL Bochum,Eintracht Frankfurt,home,52.25,228.75,15,14
2223,TSG 1899 Hoffenheim,Hertha BSC,home,211.43,155.78,11,10
2224,Borussia Dortmund,1.FC Köln,home,558.98,99.28,2,8
2225,Bayer 04 Leverkusen,VfL Wolfsburg,away,455.05,269.30,4,9
2226,1.FC Union Berlin,FC Bayern München,away,115.90,790.33,5,1
2227,SC Freiburg,SpVgg Greuther Fürth,home,176.35,36.95,3,18
2228,Arminia Bielefeld,1.FSV Mainz 05,away,65.85,131.03,17,7
2229,Eintracht Frankfurt,RasenBallsport Leipzig,draw,228.75,498.95,15,6
2230,FC Augsburg,VfB Stuttgart,home,95.30,174.23,16,13
2231,Borussia Mönchengladbach,VfL Bochum,home,236.80,52.25,12,14
2232,1.FSV Mainz 05,Borussia Mönchengladbach,draw,131.03,236.80,5,10
2233,FC Bayern München,SC Freiburg,home,790.33,176.35,1,3
2234,VfL Wolfsburg,FC Augsburg,home,269.30,95.30,7,16
2235,VfB Stuttgart,Arminia Bielefeld,away,174.23,65.85,13,17
2236,VfL Bochum,TSG 1899 Hoffenheim,home,52.25,211.43,14,9
2237,RasenBallsport Leipzig,Borussia Dortmund,home,498.95,558.98,8,2
2238,Hertha BSC,Bayer 04 Leverkusen,draw,155.78,455.05,12,4
2239,1.FC Köln,1.FC Union Berlin,draw,99.28,115.90,11,6
2240,SpVgg Greuther Fürth,Eintracht Frankfurt,away,36.95,228.75,18,15
2241,FC Augsburg,FC Bayern München,home,95.30,790.33,16,1
2242,Borussia Dortmund,VfB Stuttgart,home,558.98,174.23,2,15
2243,Bayer 04 Leverkusen,VfL Bochum,home,455.05,52.25,6,12
2244,Borussia Mönchengladbach,SpVgg Greuther Fürth,home,236.80,36.95,9,18
2245,TSG 1899 Hoffenheim,RasenBallsport Leipzig,home,211.43,498.95,10,5
2246,Arminia Bielefeld,VfL Wolfsburg,draw,65.85,269.30,17,4
2247,1.FC Union Berlin,Hertha BSC,home,115.90,155.78,8,13
2248,SC Freiburg,Eintracht Frankfurt,away,176.35,228.75,3,14
2249,1.FSV Mainz 05,1.FC Köln,draw,131.03,99.28,7,11
2250,VfB Stuttgart,1.FSV Mainz 05,home,174.23,131.03,16,8
2251,VfL Wolfsburg,Borussia Dortmund,away,269.30,558.98,6,2
2252,Hertha BSC,FC Augsburg,draw,155.78,95.30,14,15
2253,1.FC Köln,Borussia Mönchengladbach,home,99.28,236.80,12,9
2254,VfL Bochum,SC Freiburg,home,52.25,176.35,13,3
2255,SpVgg Greuther Fürth,TSG 1899 Hoffenheim,away,36.95,211.43,18,10
2256,FC Bayern München,Arminia Bielefeld,home,790.33,65.85,1,17
2257,Eintracht Frankfurt,1.FC Union Berlin,home,228.75,115.90,11,5
2258,RasenBallsport Leipzig,Bayer 04 Leverkusen,away,498.95,455.05,7,4
2259,1.FC Union Berlin,RasenBallsport Leipzig,home,115.90,498.95,6,8
2260,Bayer 04 Leverkusen,SpVgg Greuther Fürth,home,455.05,36.95,3,18
2261,TSG 1899 Hoffenheim,Eintracht Frankfurt,home,211.43,228.75,5,12
2262,1.FSV Mainz 05,VfL Wolfsburg,home,131.03,269.30,9,7
2263,FC Augsburg,VfL Bochum,away,95.30,52.25,16,13
2264,Arminia Bielefeld,1.FC Köln,draw,65.85,99.28,17,10
2265,Borussia Dortmund,FC Bayern München,away,558.98,790.33,2,1
2266,VfB Stuttgart,Hertha BSC,draw,174.23,155.78,15,14
2267,Borussia Mönchengladbach,SC Freiburg,away,236.80,176.35,11,4
2268,1.FC Köln,FC Augsburg,away,99.28,95.30,9,16
2269,VfL Bochum,Borussia Dortmund,draw,52.25,558.98,10,2
2270,FC Bayern München,1.FSV Mainz 05,home,790.33,131.03,1,7
2271,RasenBallsport Leipzig,Borussia Mönchengladbach,home,498.95,236.80,11,13
2272,SC Freiburg,TSG 1899 Hoffenheim,away,176.35,211.43,4,5
2273,Hertha BSC,Arminia Bielefeld,home,155.78,65.85,14,17
2274,VfL Wolfsburg,VfB Stuttgart,away,269.30,174.23,8,15
2275,SpVgg Greuther Fürth,1.FC Union Berlin,home,36.95,115.90,18,6
2276,Eintracht Frankfurt,Bayer 04 Leverkusen,home,228.75,455.05,12,3
2277,VfB Stuttgart,FC Bayern München,away,174.23,790.33,15,1
2278,VfL Wolfsburg,1.FC Köln,away,269.30,99.28,11,12
2279,1.FSV Mainz 05,Hertha BSC,home,131.03,155.78,8,14
2280,Arminia Bielefeld,VfL Bochum,home,65.85,52.25,17,10
2281,Borussia Mönchengladbach,Eintracht Frankfurt,away,236.80,228.75,13,9
2282,Borussia Dortmund,SpVgg Greuther Fürth,home,558.98,36.95,2,18
