,Home_Team,Away_Team,Goals_Home,Goals_Away,Date
6081,SV Werder Bremen,VfL Wolfsburg,0,1,2020-05-06
6082,1.FC Union Berlin,FC Schalke 04,1,1,2020-05-06
6083,FC Augsburg,1.FC Köln,1,1,2020-05-06
6084,TSG 1899 Hoffenheim,RasenBallsport Leipzig,0,2,2020-12-06
6085,VfL Wolfsburg,SC Freiburg,2,2,2020-12-06
6086,Fortuna Düsseldorf,Borussia Dortmund,0,1,2020-12-06
6087,Hertha BSC,Eintracht Frankfurt,1,4,2020-12-06
6088,1.FC Köln,1.FC Union Berlin,1,2,2020-12-06
6089,SC Paderborn 07,SV Werder Bremen,1,5,2020-12-06
6090,FC Bayern München,Borussia Mönchengladbach,2,1,2020-12-06
6091,1.FSV Mainz 05,FC Augsburg,0,1,2020-12-06
6092,FC Schalke 04,Bayer 04 Leverkusen,1,1,2020-12-06
6093,Borussia Mönchengladbach,VfL Wolfsburg,3,0,2020-06-16
6094,SV Werder Bremen,FC Bayern München,0,1,2020-06-16
6095,SC Freiburg,Hertha BSC,2,1,2020-06-16
6096,1.FC Union Berlin,SC Paderborn 07,1,0,2020-06-16
6097,Eintracht Frankfurt,FC Schalke 04,2,1,2020-06-16
6098,Borussia Dortmund,1.FSV Mainz 05,0,2,2020-06-16
6099,RasenBallsport Leipzig,Fortuna Düsseldorf,2,2,2020-06-16
6100,Bayer 04 Leverkusen,1.FC Köln,3,1,2020-06-16
6101,FC Augsburg,TSG 1899 Hoffenheim,1,3,2020-06-16
6102,FC Bayern München,SC Freiburg,3,1,2020-06-20
6103,RasenBallsport Leipzig,Borussia Dortmund,0,2,2020-06-20
6104,TSG 1899 Hoffenheim,1.FC Union Berlin,4,0,2020-06-20
6105,Fortuna Düsseldorf,FC Augsburg,1,1,2020-06-20
6106,Hertha BSC,Bayer 04 Leverkusen,2,0,2020-06-20
6107,1.FSV Mainz 05,SV Werder Bremen,3,1,2020-06-20
6108,FC Schalke 04,VfL Wolfsburg,1,4,2020-06-20
6109,1.FC Köln,Eintracht Frankfurt,1,1,2020-06-20
6110,SC Paderborn 07,Borussia Mönchengladbach,1,3,2020-06-20
6111,Borussia Dortmund,TSG 1899 Hoffenheim,0,4,2020-06-27
6112,Bayer 04 Leverkusen,1.FSV Mainz 05,1,0,2020-06-27
6113,Borussia Mönchengladbach,Hertha BSC,2,1,2020-06-27
6114,VfL Wolfsburg,FC Bayern München,0,4,2020-06-27
6115,Eintracht Frankfurt,SC Paderborn 07,3,2,2020-06-27
6116,SV Werder Bremen,1.FC Köln,6,1,2020-06-27
6117,SC Freiburg,FC Schalke 04,4,0,2020-06-27
6118,FC Augsburg,RasenBallsport Leipzig,1,2,2020-06-27
6119,1.FC Union Berlin,Fortuna Düsseldorf,3,0,2020-06-27
6120,FC Bayern München,FC Schalke 04,8,0,2020-09-18
6121,Eintracht Frankfurt,Arminia Bielefeld,1,1,2020-09-18
6122,1.FC Union Berlin,FC Augsburg,1,3,2020-09-18
6123,1.FC Köln,TSG 1899 Hoffenheim,2,3,2020-09-18
6124,SV Werder Bremen,Hertha BSC,1,4,2020-09-18
6125,VfB Stuttgart,SC Freiburg,2,3,2020-09-18
6126,Borussia Dortmund,Borussia Mönchengladbach,3,0,2020-09-18
6127,RasenBallsport Leipzig,1.FSV Mainz 05,3,1,2020-09-18
6128,VfL Wolfsburg,Bayer 04 Leverkusen,0,0,2020-09-18
6129,Hertha BSC,Eintracht Frankfurt,1,3,2020-09-25
6130,Borussia Mönchengladbach,1.FC Union Berlin,1,1,2020-09-25
6131,Bayer 04 Leverkusen,RasenBallsport Leipzig,1,1,2020-09-25
6132,1.FSV Mainz 05,VfB Stuttgart,1,4,2020-09-25
6133,FC Augsburg,Borussia Dortmund,2,0,2020-09-25
6134,Arminia Bielefeld,1.FC Köln,1,0,2020-09-25
6135,FC Schalke 04,SV Werder Bremen,1,3,2020-09-25
6136,TSG 1899 Hoffenheim,FC Bayern München,4,1,2020-09-25
6137,SC Freiburg,VfL Wolfsburg,1,1,2020-09-25
6138,1.FC Union Berlin,1.FSV Mainz 05,4,0,2020-02-10
6139,Borussia Dortmund,SC Freiburg,4,0,2020-02-10
6140,Eintracht Frankfurt,TSG 1899 Hoffenheim,2,1,2020-02-10
6141,1.FC Köln,Borussia Mönchengladbach,1,3,2020-02-10
6142,SV Werder Bremen,Arminia Bielefeld,1,0,2020-02-10
6143,VfB Stuttgart,Bayer 04 Leverkusen,1,1,2020-02-10
6144,RasenBallsport Leipzig,FC Schalke 04,4,0,2020-02-10
6145,VfL Wolfsburg,FC Augsburg,0,0,2020-02-10
6146,FC Bayern München,Hertha BSC,4,3,2020-02-10
6147,TSG 1899 Hoffenheim,Borussia Dortmund,0,1,2020-10-17
6148,SC Freiburg,SV Werder Bremen,1,1,2020-10-17
6149,Hertha BSC,VfB Stuttgart,0,2,2020-10-17
6150,1.FSV Mainz 05,Bayer 04 Leverkusen,0,1,2020-10-17
6151,FC Augsburg,RasenBallsport Leipzig,0,2,2020-10-17
6152,Arminia Bielefeld,FC Bayern München,1,4,2020-10-17
6153,Borussia Mönchengladbach,VfL Wolfsburg,1,1,2020-10-17
6154,1.FC Köln,Eintracht Frankfurt,1,1,2020-10-17
6155,FC Schalke 04,1.FC Union Berlin,1,1,2020-10-17
6156,VfB Stuttgart,1.FC Köln,1,1,2020-10-23
6157,FC Bayern München,Eintracht Frankfurt,5,0,2020-10-23
6158,RasenBallsport Leipzig,Hertha BSC,2,1,2020-10-23
6159,1.FC Union Berlin,SC Freiburg,1,1,2020-10-23
6160,1.FSV Mainz 05,Borussia Mönchengladbach,2,3,2020-10-23
6161,Borussia Dortmund,FC Schalke 04,3,0,2020-10-23
6162,VfL Wolfsburg,Arminia Bielefeld,2,1,2020-10-23
6163,SV Werder Bremen,TSG 1899 Hoffenheim,1,1,2020-10-23
6164,Bayer 04 Leverkusen,FC Augsburg,3,1,2020-10-23
6165,FC Schalke 04,VfB Stuttgart,1,1,2020-10-30
6166,Eintracht Frankfurt,SV Werder Bremen,1,1,2020-10-30
6167,1.FC Köln,FC Bayern München,1,2,2020-10-30
6168,FC Augsburg,1.FSV Mainz 05,3,1,2020-10-30
6169,Arminia Bielefeld,Borussia Dortmund,0,2,2020-10-30
6170,Borussia Mönchengladbach,RasenBallsport Leipzig,1,0,2020-10-30
6171,SC Freiburg,Bayer 04 Leverkusen,2,4,2020-10-30
6172,Hertha BSC,VfL Wolfsburg,1,1,2020-10-30
6173,TSG 1899 Hoffenheim,1.FC Union Berlin,1,3,2020-10-30
6174,SV Werder Bremen,1.FC Köln,1,1,2020-06-11
6175,RasenBallsport Leipzig,SC Freiburg,3,0,2020-06-11
6176,1.FC Union Berlin,Arminia Bielefeld,5,0,2020-06-11
6177,1.FSV Mainz 05,FC Schalke 04,2,2,2020-06-11
6178,FC Augsburg,Hertha BSC,0,3,2020-06-11
6179,VfB Stuttgart,Eintracht Frankfurt,2,2,2020-06-11
6180,Borussia Dortmund,FC Bayern München,2,3,2020-06-11
6181,VfL Wolfsburg,TSG 1899 Hoffenheim,2,1,2020-06-11
6182,Bayer 04 Leverkusen,Borussia Mönchengladbach,4,3,2020-06-11
6183,FC Bayern München,SV Werder Bremen,1,1,2020-11-21
6184,Borussia Mönchengladbach,FC Augsburg,1,1,2020-11-21
6185,TSG 1899 Hoffenheim,VfB Stuttgart,3,3,2020-11-21
6186,FC Schalke 04,VfL Wolfsburg,0,2,2020-11-21
6187,Arminia Bielefeld,Bayer 04 Leverkusen,1,2,2020-11-21
6188,Eintracht Frankfurt,RasenBallsport Leipzig,1,1,2020-11-21
6189,Hertha BSC,Borussia Dortmund,2,5,2020-11-21
6190,SC Freiburg,1.FSV Mainz 05,1,3,2020-11-21
6191,1.FC Köln,1.FC Union Berlin,1,2,2020-11-21
6192,VfL Wolfsburg,SV Werder Bremen,5,3,2020-11-27
6193,Borussia Dortmund,1.FC Köln,1,2,2020-11-27
6194,RasenBallsport Leipzig,Arminia Bielefeld,2,1,2020-11-27
6195,1.FC Union Berlin,Eintracht Frankfurt,3,3,2020-11-27
6196,FC Augsburg,SC Freiburg,1,1,2020-11-27
6197,VfB Stuttgart,FC Bayern München,1,3,2020-11-27
6198,Borussia Mönchengladbach,FC Schalke 04,4,1,2020-11-27
6199,Bayer 04 Leverkusen,Hertha BSC,0,0,2020-11-27
6200,1.FSV Mainz 05,TSG 1899 Hoffenheim,1,1,2020-11-27
6201,Hertha BSC,1.FC Union Berlin,3,1,2020-04-12
6202,SC Freiburg,Borussia Mönchengladbach,2,2,2020-04-12
6203,Eintracht Frankfurt,Borussia Dortmund,1,1,2020-04-12
6204,1.FC Köln,VfL Wolfsburg,2,2,2020-04-12
6205,Arminia Bielefeld,1.FSV Mainz 05,2,1,2020-04-12
6206,FC Bayern München,RasenBallsport Leipzig,3,3,2020-04-12
6207,SV Werder Bremen,VfB Stuttgart,1,2,2020-04-12
6208,FC Schalke 04,Bayer 04 Leverkusen,0,3,2020-04-12
6209,TSG 1899 Hoffenheim,FC Augsburg,3,1,2020-04-12
6210,VfL Wolfsburg,Eintracht Frankfurt,2,1,2020-11-12
6211,Borussia Dortmund,VfB Stuttgart,1,5,2020-11-12
6212,RasenBallsport Leipzig,SV Werder Bremen,2,0,2020-11-12
6213,Borussia Mönchengladbach,Hertha BSC,1,1,2020-11-12
6214,SC Freiburg,Arminia Bielefeld,2,0,2020-11-12
6215,1.FSV Mainz 05,1.FC Köln,0,1,2020-11-12
6216,1.FC Union Berlin,FC Bayern München,1,1,2020-11-12
6217,FC Augsburg,FC Schalke 04,2,2,2020-11-12
6218,Bayer 04 Leverkusen,TSG 1899 Hoffenheim,4,1,2020-11-12
6219,Eintracht Frankfurt,Borussia Mönchengladbach,3,3,2020-12-15
6220,Hertha BSC,1.FSV Mainz 05,0,0,2020-12-15
6221,SV Werder Bremen,Borussia Dortmund,1,2,2020-12-15
6222,VfB Stuttgart,1.FC Union Berlin,2,2,2020-12-15
6223,FC Schalke 04,SC Freiburg,0,2,2020-12-15
6224,FC Bayern München,VfL Wolfsburg,2,1,2020-12-15
6225,TSG 1899 Hoffenheim,RasenBallsport Leipzig,0,1,2020-12-15
6226,1.FC Köln,Bayer 04 Leverkusen,0,4,2020-12-15
6227,Arminia Bielefeld,FC Augsburg,0,1,2020-12-15
6228,1.FC Union Berlin,Borussia Dortmund,2,1,2020-12-18
6229,RasenBallsport Leipzig,1.FC Köln,0,0,2020-12-18
6230,Borussia Mönchengladbach,TSG 1899 Hoffenheim,1,2,2020-12-18
6231,FC Schalke 04,Arminia Bielefeld,0,1,2020-12-18
6232,1.FSV Mainz 05,SV Werder Bremen,0,1,2020-12-18
6233,FC Augsburg,Eintracht Frankfurt,0,2,2020-12-18
6234,Bayer 04 Leverkusen,FC Bayern München,1,2,2020-12-18
6235,SC Freiburg,Hertha BSC,4,1,2020-12-18
6236,VfL Wolfsburg,VfB Stuttgart,1,0,2020-12-18
6237,TSG 1899 Hoffenheim,SC Freiburg,1,3,2021-02-01
6238,Eintracht Frankfurt,Bayer 04 Leverkusen,2,1,2021-02-01
6239,1.FC Köln,FC Augsburg,0,1,2021-02-01
6240,SV Werder Bremen,1.FC Union Berlin,0,2,2021-02-01
6241,Arminia Bielefeld,Borussia Mönchengladbach,0,1,2021-02-01
6242,Hertha BSC,FC Schalke 04,3,0,2021-02-01
6243,VfB Stuttgart,RasenBallsport Leipzig,0,1,2021-02-01
6244,Borussia Dortmund,VfL Wolfsburg,2,0,2021-02-01
6245,FC Bayern München,1.FSV Mainz 05,5,2,2021-02-01
6246,Borussia Mönchengladbach,FC Bayern München,3,2,2021-08-01
6247,Bayer 04 Leverkusen,SV Werder Bremen,1,1,2021-08-01
6248,SC Freiburg,1.FC Köln,5,0,2021-08-01
6249,1.FC Union Berlin,VfL Wolfsburg,2,2,2021-08-01
6250,FC Schalke 04,TSG 1899 Hoffenheim,4,0,2021-08-01
6251,1.FSV Mainz 05,Eintracht Frankfurt,0,2,2021-08-01
6252,RasenBallsport Leipzig,Borussia Dortmund,1,3,2021-08-01
6253,FC Augsburg,VfB Stuttgart,1,4,2021-08-01
6254,Arminia Bielefeld,Hertha BSC,1,0,2021-08-01
6255,1.FC Union Berlin,Bayer 04 Leverkusen,1,0,2021-01-15
6256,Borussia Dortmund,1.FSV Mainz 05,1,1,2021-01-15
6257,TSG 1899 Hoffenheim,Arminia Bielefeld,0,0,2021-01-15
6258,VfL Wolfsburg,RasenBallsport Leipzig,2,2,2021-01-15
6259,1.FC Köln,Hertha BSC,0,0,2021-01-15
6260,SV Werder Bremen,FC Augsburg,2,0,2021-01-15
6261,VfB Stuttgart,Borussia Mönchengladbach,2,2,2021-01-15
6262,FC Bayern München,SC Freiburg,2,1,2021-01-15
6263,Eintracht Frankfurt,FC Schalke 04,3,1,2021-01-15
6264,Borussia Mönchengladbach,SV Werder Bremen,1,0,2021-01-19
6265,Bayer 04 Leverkusen,Borussia Dortmund,2,1,2021-01-19
6266,Hertha BSC,TSG 1899 Hoffenheim,0,3,2021-01-19
6267,1.FSV Mainz 05,VfL Wolfsburg,0,2,2021-01-19
6268,FC Schalke 04,1.FC Köln,1,2,2021-01-19
6269,RasenBallsport Leipzig,1.FC Union Berlin,1,0,2021-01-19
6270,SC Freiburg,Eintracht Frankfurt,2,2,2021-01-19
6271,FC Augsburg,FC Bayern München,0,1,2021-01-19
6272,Arminia Bielefeld,VfB Stuttgart,3,0,2021-01-19
6273,Borussia Mönchengladbach,Borussia Dortmund,4,2,2021-01-22
6274,Bayer 04 Leverkusen,VfL Wolfsburg,0,1,2021-01-22
6275,SC Freiburg,VfB Stuttgart,2,1,2021-01-22
6276,1.FSV Mainz 05,RasenBallsport Leipzig,3,2,2021-01-22
6277,FC Augsburg,1.FC Union Berlin,2,1,2021-01-22
6278,Arminia Bielefeld,Eintracht Frankfurt,1,5,2021-01-22
6279,Hertha BSC,SV Werder Bremen,1,4,2021-01-22
6280,FC Schalke 04,FC Bayern München,0,4,2021-01-22
6281,TSG 1899 Hoffenheim,1.FC Köln,3,0,2021-01-22
6282,VfB Stuttgart,1.FSV Mainz 05,2,0,2021-01-29
6283,FC Bayern München,TSG 1899 Hoffenheim,4,1,2021-01-29
6284,Borussia Dortmund,FC Augsburg,3,1,2021-01-29
6285,Eintracht Frankfurt,Hertha BSC,3,1,2021-01-29
6286,1.FC Union Berlin,Borussia Mönchengladbach,1,1,2021-01-29
6287,SV Werder Bremen,FC Schalke 04,1,1,2021-01-29
6288,RasenBallsport Leipzig,Bayer 04 Leverkusen,1,0,2021-01-29
6289,1.FC Köln,Arminia Bielefeld,3,1,2021-01-29
6290,VfL Wolfsburg,SC Freiburg,3,0,2021-01-29
6291,Hertha BSC,FC Bayern München,0,1,2021-05-02
6292,Bayer 04 Leverkusen,VfB Stuttgart,5,2,2021-05-02
6293,SC Freiburg,Borussia Dortmund,2,1,2021-05-02
6294,FC Schalke 04,RasenBallsport Leipzig,0,3,2021-05-02
6295,1.FSV Mainz 05,1.FC Union Berlin,1,0,2021-05-02
6296,FC Augsburg,VfL Wolfsburg,0,2,2021-05-02
6297,Borussia Mönchengladbach,1.FC Köln,1,2,2021-05-02
6298,TSG 1899 Hoffenheim,Eintracht Frankfurt,1,3,2021-05-02
6299,Arminia Bielefeld,SV Werder Bremen,0,2,2021-05-02
6300,RasenBallsport Leipzig,FC Augsburg,2,1,2021-12-02
6301,Borussia Dortmund,TSG 1899 Hoffenheim,2,2,2021-12-02
6302,Bayer 04 Leverkusen,1.FSV Mainz 05,2,2,2021-12-02
6303,SV Werder Bremen,SC Freiburg,0,0,2021-12-02
6304,VfB Stuttgart,Hertha BSC,1,1,2021-12-02
6305,1.FC Union Berlin,FC Schalke 04,0,0,2021-12-02
6306,Eintracht Frankfurt,1.FC Köln,2,0,2021-12-02
6307,VfL Wolfsburg,Borussia Mönchengladbach,0,0,2021-12-02
6308,FC Bayern München,Arminia Bielefeld,3,3,2021-12-02
6309,Arminia Bielefeld,VfL Wolfsburg,0,3,2021-02-19
6310,Borussia Mönchengladbach,1.FSV Mainz 05,1,2,2021-02-19
6311,SC Freiburg,1.FC Union Berlin,0,1,2021-02-19
6312,Eintracht Frankfurt,FC Bayern München,2,1,2021-02-19
6313,1.FC Köln,VfB Stuttgart,0,1,2021-02-19
6314,FC Schalke 04,Borussia Dortmund,0,4,2021-02-19
6315,FC Augsburg,Bayer 04 Leverkusen,1,1,2021-02-19
6316,Hertha BSC,RasenBallsport Leipzig,0,3,2021-02-19
6317,TSG 1899 Hoffenheim,SV Werder Bremen,4,0,2021-02-19
6318,SV Werder Bremen,Eintracht Frankfurt,2,1,2021-02-26
6319,FC Bayern München,1.FC Köln,5,1,2021-02-26
6320,Borussia Dortmund,Arminia Bielefeld,3,0,2021-02-26
6321,VfL Wolfsburg,Hertha BSC,2,0,2021-02-26
6322,VfB Stuttgart,FC Schalke 04,5,1,2021-02-26
6323,RasenBallsport Leipzig,Borussia Mönchengladbach,3,2,2021-02-26
6324,1.FC Union Berlin,TSG 1899 Hoffenheim,1,1,2021-02-26
6325,1.FSV Mainz 05,FC Augsburg,0,1,2021-02-26
6326,Bayer 04 Leverkusen,SC Freiburg,1,2,2021-02-26
6327,FC Schalke 04,1.FSV Mainz 05,0,0,2021-05-03
6328,Borussia Mönchengladbach,Bayer 04 Leverkusen,0,1,2021-05-03
6329,TSG 1899 Hoffenheim,VfL Wolfsburg,2,1,2021-05-03
6330,SC Freiburg,RasenBallsport Leipzig,0,3,2021-05-03
6331,Eintracht Frankfurt,VfB Stuttgart,1,1,2021-05-03
6332,Hertha BSC,FC Augsburg,2,1,2021-05-03
6333,FC Bayern München,Borussia Dortmund,4,2,2021-05-03
6334,1.FC Köln,SV Werder Bremen,1,1,2021-05-03
6335,Arminia Bielefeld,1.FC Union Berlin,0,0,2021-05-03
6336,FC Augsburg,Borussia Mönchengladbach,3,1,2021-12-03
6337,VfL Wolfsburg,FC Schalke 04,5,0,2021-12-03
6338,1.FC Union Berlin,1.FC Köln,2,1,2021-12-03
6339,SV Werder Bremen,FC Bayern München,1,3,2021-12-03
6340,1.FSV Mainz 05,SC Freiburg,1,0,2021-12-03
6341,Borussia Dortmund,Hertha BSC,2,0,2021-12-03
6342,Bayer 04 Leverkusen,Arminia Bielefeld,1,2,2021-12-03
6343,RasenBallsport Leipzig,Eintracht Frankfurt,1,1,2021-12-03
6344,VfB Stuttgart,TSG 1899 Hoffenheim,2,0,2021-12-03
6345,Arminia Bielefeld,RasenBallsport Leipzig,0,1,2021-03-19
6346,FC Bayern München,VfB Stuttgart,4,0,2021-03-19
6347,Eintracht Frankfurt,1.FC Union Berlin,5,2,2021-03-19
6348,1.FC Köln,Borussia Dortmund,2,2,2021-03-19
6349,SV Werder Bremen,VfL Wolfsburg,1,2,2021-03-19
6350,FC Schalke 04,Borussia Mönchengladbach,0,3,2021-03-19
6351,TSG 1899 Hoffenheim,1.FSV Mainz 05,1,2,2021-03-19
6352,Hertha BSC,Bayer 04 Leverkusen,3,0,2021-03-19
6353,SC Freiburg,FC Augsburg,2,0,2021-03-19
6354,Borussia Dortmund,Eintracht Frankfurt,1,2,2021-03-04
6355,Bayer 04 Leverkusen,FC Schalke 04,2,1,2021-03-04
6356,VfL Wolfsburg,1.FC Köln,1,0,2021-03-04
6357,1.FSV Mainz 05,Arminia Bielefeld,1,1,2021-03-04
6358,FC Augsburg,TSG 1899 Hoffenheim,2,1,2021-03-04
6359,RasenBallsport Leipzig,FC Bayern München,0,1,2021-03-04
6360,Borussia Mönchengladbach,SC Freiburg,2,1,2021-03-04
6361,VfB Stuttgart,SV Werder Bremen,1,0,2021-03-04
6362,1.FC Union Berlin,Hertha BSC,1,1,2021-03-04
6363,Arminia Bielefeld,SC Freiburg,1,0,2021-09-04
6364,FC Bayern München,1.FC Union Berlin,1,1,2021-09-04
6365,Eintracht Frankfurt,VfL Wolfsburg,4,3,2021-09-04
6366,Hertha BSC,Borussia Mönchengladbach,2,2,2021-09-04
6367,SV Werder Bremen,RasenBallsport Leipzig,1,4,2021-09-04
6368,VfB Stuttgart,Borussia Dortmund,2,3,2021-09-04
6369,FC Schalke 04,FC Augsburg,1,0,2021-09-04
6370,1.FC Köln,1.FSV Mainz 05,2,3,2021-09-04
6371,TSG 1899 Hoffenheim,Bayer 04 Leverkusen,0,0,2021-09-04
6372,RasenBallsport Leipzig,TSG 1899 Hoffenheim,0,0,2021-04-16
6373,Borussia Mönchengladbach,Eintracht Frankfurt,4,0,2021-04-16
6374,VfL Wolfsburg,FC Bayern München,2,3,2021-04-16
6375,SC Freiburg,FC Schalke 04,4,0,2021-04-16
6376,1.FC Union Berlin,VfB Stuttgart,2,1,2021-04-16
6377,FC Augsburg,Arminia Bielefeld,0,0,2021-04-16
6378,Bayer 04 Leverkusen,1.FC Köln,3,0,2021-04-16
6379,Borussia Dortmund,SV Werder Bremen,4,1,2021-04-16
6380,1.FSV Mainz 05,Hertha BSC,1,1,2021-04-16
6381,1.FC Köln,RasenBallsport Leipzig,2,1,2021-04-20
6382,FC Bayern München,Bayer 04 Leverkusen,2,0,2021-04-20
6383,Eintracht Frankfurt,FC Augsburg,2,0,2021-04-20
6384,Arminia Bielefeld,FC Schalke 04,1,0,2021-04-20
6385,Borussia Dortmund,1.FC Union Berlin,2,0,2021-04-20
6386,TSG 1899 Hoffenheim,Borussia Mönchengladbach,3,2,2021-04-20
6387,SV Werder Bremen,1.FSV Mainz 05,0,1,2021-04-20
6388,VfB Stuttgart,VfL Wolfsburg,1,3,2021-04-20
6389,Hertha BSC,SC Freiburg,3,0,2021-04-20
6390,FC Augsburg,1.FC Köln,2,3,2021-04-23
6391,VfL Wolfsburg,Borussia Dortmund,0,2,2021-04-23
6392,SC Freiburg,TSG 1899 Hoffenheim,1,1,2021-04-23
6393,1.FC Union Berlin,SV Werder Bremen,3,1,2021-04-23
6394,1.FSV Mainz 05,FC Bayern München,2,1,2021-04-23
6395,Bayer 04 Leverkusen,Eintracht Frankfurt,3,1,2021-04-23
6396,RasenBallsport Leipzig,VfB Stuttgart,2,0,2021-04-23
6397,Borussia Mönchengladbach,Arminia Bielefeld,5,0,2021-04-23
6398,FC Schalke 04,Hertha BSC,1,2,2021-04-23
6399,VfB Stuttgart,FC Augsburg,2,1,2021-07-05
6400,Borussia Dortmund,RasenBallsport Leipzig,3,2,2021-07-05
6401,TSG 1899 Hoffenheim,FC Schalke 04,4,2,2021-07-05
6402,VfL Wolfsburg,1.FC Union Berlin,3,0,2021-07-05
6403,SV Werder Bremen,Bayer 04 Leverkusen,0,0,2021-07-05
6404,FC Bayern München,Borussia Mönchengladbach,6,0,2021-07-05
6405,1.FC Köln,SC Freiburg,1,4,2021-07-05
6406,Eintracht Frankfurt,1.FSV Mainz 05,1,1,2021-07-05
6407,Hertha BSC,Arminia Bielefeld,0,0,2021-07-05
6408,Borussia Mönchengladbach,VfB Stuttgart,1,2,2021-05-15
6409,Bayer 04 Leverkusen,1.FC Union Berlin,1,1,2021-05-15
6410,SC Freiburg,FC Bayern München,2,2,2021-05-15
6411,Hertha BSC,1.FC Köln,0,0,2021-05-15
6412,FC Schalke 04,Eintracht Frankfurt,4,3,2021-05-15
6413,FC Augsburg,SV Werder Bremen,2,0,2021-05-15
6414,Arminia Bielefeld,TSG 1899 Hoffenheim,1,1,2021-05-15
6415,1.FSV Mainz 05,Borussia Dortmund,1,3,2021-05-15
6416,RasenBallsport Leipzig,VfL Wolfsburg,2,2,2021-05-15
6417,FC Bayern München,FC Augsburg,5,2,2021-05-22
6418,Borussia Dortmund,Bayer 04 Leverkusen,3,1,2021-05-22
6419,TSG 1899 Hoffenheim,Hertha BSC,2,1,2021-05-22
6420,VfL Wolfsburg,1.FSV Mainz 05,2,3,2021-05-22
6421,Eintracht Frankfurt,SC Freiburg,3,1,2021-05-22
6422,1.FC Union Berlin,RasenBallsport Leipzig,2,1,2021-05-22
6423,1.FC Köln,FC Schalke 04,1,0,2021-05-22
6424,SV Werder Bremen,Borussia Mönchengladbach,2,4,2021-05-22
6425,VfB Stuttgart,Arminia Bielefeld,0,2,2021-05-22
6426,Borussia Mönchengladbach,FC Bayern München,1,1,2021-08-13
6427,VfL Wolfsburg,VfL Bochum,1,0,2021-08-13
6428,1.FC Union Berlin,Bayer 04 Leverkusen,1,1,2021-08-13
6429,VfB Stuttgart,SpVgg Greuther Fürth,5,1,2021-08-13
6430,FC Augsburg,TSG 1899 Hoffenheim,0,4,2021-08-13
6431,Arminia Bielefeld,SC Freiburg,0,0,2021-08-13
6432,Borussia Dortmund,Eintracht Frankfurt,5,2,2021-08-13
6433,1.FSV Mainz 05,RasenBallsport Leipzig,1,0,2021-08-13
6434,1.FC Köln,Hertha BSC,3,1,2021-08-13
6435,RasenBallsport Leipzig,VfB Stuttgart,4,0,2021-08-20
6436,Eintracht Frankfurt,FC Augsburg,0,0,2021-08-20
6437,SC Freiburg,Borussia Dortmund,2,1,2021-08-20
6438,Hertha BSC,VfL Wolfsburg,1,2,2021-08-20
6439,VfL Bochum,1.FSV Mainz 05,2,0,2021-08-20
6440,SpVgg Greuther Fürth,Arminia Bielefeld,1,1,2021-08-20
6441,Bayer 04 Leverkusen,Borussia Mönchengladbach,4,0,2021-08-20
6442,TSG 1899 Hoffenheim,1.FC Union Berlin,2,2,2021-08-20
6443,FC Bayern München,1.FC Köln,3,2,2021-08-20
6444,Borussia Dortmund,TSG 1899 Hoffenheim,3,2,2021-08-27
6445,VfB Stuttgart,SC Freiburg,2,3,2021-08-27
6446,1.FSV Mainz 05,SpVgg Greuther Fürth,3,0,2021-08-27
6447,FC Augsburg,Bayer 04 Leverkusen,1,4,2021-08-27
6448,Arminia Bielefeld,Eintracht Frankfurt,1,1,2021-08-27
6449,1.FC Köln,VfL Bochum,2,1,2021-08-27
6450,FC Bayern München,Hertha BSC,5,0,2021-08-27
6451,1.FC Union Berlin,Borussia Mönchengladbach,2,1,2021-08-27
6452,VfL Wolfsburg,RasenBallsport Leipzig,1,0,2021-08-27
6453,Bayer 04 Leverkusen,Borussia Dortmund,3,4,2021-11-09
6454,1.FC Union Berlin,FC Augsburg,0,0,2021-11-09
6455,SC Freiburg,1.FC Köln,1,1,2021-11-09
6456,TSG 1899 Hoffenheim,1.FSV Mainz 05,0,2,2021-11-09
6457,SpVgg Greuther Fürth,VfL Wolfsburg,0,2,2021-11-09
6458,RasenBallsport Leipzig,FC Bayern München,1,4,2021-11-09
6459,Eintracht Frankfurt,VfB Stuttgart,1,1,2021-11-09
6460,VfL Bochum,Hertha BSC,1,3,2021-11-09
6461,Borussia Mönchengladbach,Arminia Bielefeld,3,1,2021-11-09
6462,Hertha BSC,SpVgg Greuther Fürth,2,1,2021-09-17
6463,FC Bayern München,VfL Bochum,7,0,2021-09-17
6464,1.FSV Mainz 05,SC Freiburg,0,0,2021-09-17
6465,FC Augsburg,Borussia Mönchengladbach,1,0,2021-09-17
6466,Arminia Bielefeld,TSG 1899 Hoffenheim,0,0,2021-09-17
6467,1.FC Köln,RasenBallsport Leipzig,1,1,2021-09-17
6468,VfB Stuttgart,Bayer 04 Leverkusen,1,3,2021-09-17
6469,Borussia Dortmund,1.FC Union Berlin,4,2,2021-09-17
6470,VfL Wolfsburg,Eintracht Frankfurt,1,1,2021-09-17
6471,SpVgg Greuther Fürth,FC Bayern München,1,3,2021-09-24
6472,RasenBallsport Leipzig,Hertha BSC,6,0,2021-09-24
6473,Eintracht Frankfurt,1.FC Köln,1,1,2021-09-24
6474,Bayer 04 Leverkusen,1.FSV Mainz 05,1,0,2021-09-24
6475,1.FC Union Berlin,Arminia Bielefeld,1,0,2021-09-24
